id	corpus	sentence	token	complexity	annotations
1_16_24	economics	En términos del ratio de dudosos , el máximo alcanzó el 13,9 % a principios de 2014 al 6,4 % en junio del presente ejercicio .	ejercicio	{'PL1': 0.15, 'PL2': 0, 'PL3': 0.0625, 'overall': 0.07692307692307693}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 2, 10: 1, 11: 2, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 4, 18: 3, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_0	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	Fuentes	{'PL1': 0.525, 'PL2': 0.0625, 'PL3': 0.0625, 'overall': 0.2403846153846154}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 4, 6: 2, 7: 2, 8: 3, 9: 4, 10: 2, 11: 3, 12: 1, 13: 2, 14: 3, 15: 3, 16: 1, 17: 5, 18: 2, 19: 2, 20: 1, 21: 1, 22: 1, 23: 1, 24: 2, 25: 1, 26: 1}
1_17_1	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	financieras	{'PL1': 0.35, 'PL2': 0.15625, 'PL3': 0.125, 'overall': 0.22115384615384615}	{1: 2, 2: 1, 3: 2, 4: 2, 5: 4, 6: 2, 7: 2, 8: 3, 9: 2, 10: 2, 11: 3, 12: 3, 13: 2, 14: 1, 15: 2, 16: 1, 17: 3, 18: 2, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 2, 25: 1, 26: 1}
1_17_2	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	confirman	{'PL1': 0.125, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 2, 8: 1, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 2, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_5	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	compañía	{'PL1': 0.15, 'PL2': 0.0625, 'PL3': 0.03125, 'overall': 0.08653846153846154}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 2, 12: 3, 13: 1, 14: 2, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_7	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	negociando	{'PL1': 0.15, 'PL2': 0.0625, 'PL3': 0.03125, 'overall': 0.08653846153846154}	{1: 2, 2: 1, 3: 2, 4: 1, 5: 2, 6: 1, 7: 2, 8: 1, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 3, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_9	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	refinanciación	{'PL1': 0.675, 'PL2': 0.5, 'PL3': 0.40625, 'overall': 0.5384615384615384}	{1: 3, 2: 2, 3: 3, 4: 3, 5: 4, 6: 3, 7: 3, 8: 4, 9: 3, 10: 4, 11: 2, 12: 4, 13: 4, 14: 5, 15: 3, 16: 3, 17: 5, 18: 3, 19: 2, 20: 3, 21: 4, 22: 2, 23: 2, 24: 3, 25: 2, 26: 3}
1_17_10	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	global	{'PL1': 0.1, 'PL2': 0, 'PL3': 0, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 3, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_15	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	sorpresa	{'PL1': 0.175, 'PL2': 0, 'PL3': 0, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 1, 12: 1, 13: 1, 14: 3, 15: 2, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_17	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	última	{'PL1': 0.075, 'PL2': 0, 'PL3': 0, 'overall': 0.028846153846153848}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 2, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_18	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	hora	{'PL1': 0, 'PL2': 0, 'PL3': 0, 'overall': 0}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_21	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	firmará	{'PL1': 0.275, 'PL2': 0.125, 'PL3': 0.09375, 'overall': 0.17307692307692307}	{1: 1, 2: 2, 3: 2, 4: 1, 5: 3, 6: 1, 7: 3, 8: 3, 9: 2, 10: 3, 11: 2, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 3, 18: 2, 19: 1, 20: 2, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2}
1_17_24	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	próximos	{'PL1': 0.125, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 2, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_17_25	economics	Fuentes financieras confirman que la compañía estaba negociando una refinanciación global y que , salvo sorpresa de última hora , se firmará en los próximos días .	días	{'PL1': 0, 'PL2': 0, 'PL3': 0, 'overall': 0}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_18_1	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	tecnológica	{'PL1': 0.175, 'PL2': 0.0625, 'PL3': 0.15625, 'overall': 0.1346153846153846}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 1, 7: 1, 8: 3, 9: 1, 10: 2, 11: 1, 12: 2, 13: 1, 14: 1, 15: 3, 16: 1, 17: 1, 18: 3, 19: 1, 20: 1, 21: 2, 22: 2, 23: 1, 24: 3, 25: 1, 26: 1}
1_18_2	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	surcoreana	{'PL1': 0.5, 'PL2': 0.53125, 'PL3': 0.46875, 'overall': 0.5}	{1: 2, 2: 1, 3: 2, 4: 3, 5: 5, 6: 3, 7: 3, 8: 3, 9: 1, 10: 2, 11: 2, 12: 2, 13: 2, 14: 5, 15: 3, 16: 4, 17: 4, 18: 5, 19: 5, 20: 2, 21: 5, 22: 5, 23: 2, 24: 2, 25: 2, 26: 3}
1_18_3	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	amplía	{'PL1': 0.525, 'PL2': 0.25, 'PL3': 0.25, 'overall': 0.3557692307692308}	{1: 2, 2: 2, 3: 2, 4: 2, 5: 4, 6: 3, 7: 2, 8: 3, 9: 3, 10: 3, 11: 2, 12: 4, 13: 2, 14: 4, 15: 4, 16: 1, 17: 3, 18: 3, 19: 2, 20: 2, 21: 1, 22: 2, 23: 2, 24: 1, 25: 2, 26: 2}
1_18_5	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	radio	{'PL1': 0.3, 'PL2': 0.25, 'PL3': 0.28125, 'overall': 0.27884615384615385}	{1: 3, 2: 1, 3: 1, 4: 1, 5: 3, 6: 1, 7: 1, 8: 2, 9: 1, 10: 3, 11: 3, 12: 5, 13: 1, 14: 1, 15: 3, 16: 3, 17: 4, 18: 3, 19: 3, 20: 1, 21: 1, 22: 1, 23: 1, 24: 3, 25: 1, 26: 4}
1_18_7	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	acción	{'PL1': 0.2, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.09615384615384616}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 3, 7: 1, 8: 1, 9: 1, 10: 2, 11: 2, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 3, 18: 2, 19: 2, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_18_11	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	empezado	{'PL1': 0.05, 'PL2': 0, 'PL3': 0, 'overall': 0.019230769230769232}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 2, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_18_13	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	fabricar	{'PL1': 0.1, 'PL2': 0, 'PL3': 0.09375, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2, 11: 2, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2, 18: 2, 19: 1, 20: 2, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2}
1_18_14	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	procesadores	{'PL1': 0.5, 'PL2': 0.28125, 'PL3': 0.4375, 'overall': 0.41346153846153844}	{1: 3, 2: 1, 3: 2, 4: 3, 5: 4, 6: 1, 7: 3, 8: 3, 9: 3, 10: 5, 11: 2, 12: 3, 13: 2, 14: 3, 15: 3, 16: 1, 17: 4, 18: 3, 19: 2, 20: 3, 21: 2, 22: 2, 23: 3, 24: 3, 25: 2, 26: 3}
1_18_15	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	pensados	{'PL1': 0.5, 'PL2': 0.25, 'PL3': 0.34375, 'overall': 0.375}	{1: 4, 2: 1, 3: 3, 4: 4, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 5, 11: 3, 12: 2, 13: 3, 14: 3, 15: 3, 16: 1, 17: 4, 18: 4, 19: 1, 20: 1, 21: 3, 22: 1, 23: 2, 24: 3, 25: 1, 26: 3}
1_18_19	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	minería	{'PL1': 0.575, 'PL2': 0.25, 'PL3': 0.21875, 'overall': 0.36538461538461536}	{1: 1, 2: 1, 3: 3, 4: 2, 5: 3, 6: 1, 7: 3, 8: 3, 9: 2, 10: 4, 11: 3, 12: 3, 13: 5, 14: 3, 15: 5, 16: 1, 17: 4, 18: 3, 19: 2, 20: 2, 21: 1, 22: 1, 23: 1, 24: 3, 25: 2, 26: 2}
1_18_21	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	bitcoins	{'PL1': 0.175, 'PL2': 0.03125, 'PL3': 0.09375, 'overall': 0.10576923076923077}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 3, 9: 1, 10: 3, 11: 2, 12: 1, 13: 1, 14: 2, 15: 1, 16: 1, 17: 2, 18: 2, 19: 1, 20: 2, 21: 1, 22: 1, 23: 1, 24: 2, 25: 1, 26: 1}
1_18_24	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	criptomonedas	{'PL1': 0.625, 'PL2': 0.34375, 'PL3': 0.28125, 'overall': 0.4326923076923077}	{1: 2, 2: 1, 3: 2, 4: 3, 5: 3, 6: 3, 7: 4, 8: 4, 9: 5, 10: 4, 11: 2, 12: 4, 13: 5, 14: 3, 15: 4, 16: 1, 17: 2, 18: 3, 19: 2, 20: 2, 21: 2, 22: 2, 23: 1, 24: 3, 25: 1, 26: 3}
1_18_27	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	informaron	{'PL1': 0.15, 'PL2': 0.0625, 'PL3': 0.09375, 'overall': 0.10576923076923077}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 2, 6: 1, 7: 2, 8: 2, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 4, 18: 3, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2}
1_18_29	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	medios	{'PL1': 0.225, 'PL2': 0.0625, 'PL3': 0.21875, 'overall': 0.17307692307692307}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 2, 8: 3, 9: 1, 10: 1, 11: 1, 12: 1, 13: 2, 14: 2, 15: 2, 16: 1, 17: 3, 18: 3, 19: 2, 20: 2, 21: 1, 22: 1, 23: 1, 24: 2, 25: 1, 26: 4}
1_18_30	economics	La tecnológica surcoreana amplía su radio de acción y ahora ha empezado a fabricar procesadores pensados específicamente para la minería de bitcoins y otras criptomonedas , según informaron ayer medios locales .	locales	{'PL1': 0.025, 'PL2': 0.03125, 'PL3': 0, 'overall': 0.019230769230769232}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_1	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	empresas	{'PL1': 0.025, 'PL2': 0, 'PL3': 0, 'overall': 0.009615384615384616}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_2	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	necesitan	{'PL1': 0.025, 'PL2': 0, 'PL3': 0, 'overall': 0.009615384615384616}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_6	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	conectar	{'PL1': 0.15, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 2, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 3, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_8	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	distintas	{'PL1': 0.3, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.1346153846153846}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 2, 8: 2, 9: 2, 10: 4, 11: 1, 12: 1, 13: 2, 14: 2, 15: 2, 16: 1, 17: 3, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_9	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	sedes	{'PL1': 0.7, 'PL2': 0.28125, 'PL3': 0.1875, 'overall': 0.41346153846153844}	{1: 2, 2: 1, 3: 2, 4: 2, 5: 4, 6: 2, 7: 3, 8: 3, 9: 5, 10: 5, 11: 2, 12: 5, 13: 5, 14: 5, 15: 3, 16: 1, 17: 4, 18: 2, 19: 2, 20: 2, 21: 1, 22: 3, 23: 1, 24: 2, 25: 1, 26: 1}
1_19_14	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	suelen	{'PL1': 0.525, 'PL2': 0.125, 'PL3': 0.0625, 'overall': 0.25961538461538464}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 2, 6: 1, 7: 3, 8: 3, 9: 1, 10: 1, 11: 5, 12: 1, 13: 4, 14: 5, 15: 4, 16: 1, 17: 5, 18: 1, 19: 2, 20: 2, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_15	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	requerir	{'PL1': 0.6, 'PL2': 0.3125, 'PL3': 0.3125, 'overall': 0.4230769230769231}	{1: 2, 2: 1, 3: 2, 4: 2, 5: 4, 6: 4, 7: 3, 8: 3, 9: 4, 10: 3, 11: 2, 12: 4, 13: 2, 14: 4, 15: 5, 16: 3, 17: 3, 18: 2, 19: 2, 20: 2, 21: 1, 22: 3, 23: 1, 24: 5, 25: 1, 26: 2}
1_19_16	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	servicios	{'PL1': 0.3, 'PL2': 0.0625, 'PL3': 0.03125, 'overall': 0.14423076923076922}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 1, 7: 2, 8: 3, 9: 1, 10: 2, 11: 2, 12: 2, 13: 1, 14: 3, 15: 3, 16: 1, 17: 3, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_17	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	personalizados	{'PL1': 0.125, 'PL2': 0.03125, 'PL3': 0, 'overall': 0.057692307692307696}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 3, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_20	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	proyectos	{'PL1': 0.1, 'PL2': 0, 'PL3': 0, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 2, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_21	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	específicos	{'PL1': 0.1, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.057692307692307696}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 2, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_24	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	conectividad	{'PL1': 0.425, 'PL2': 0.3125, 'PL3': 0.25, 'overall': 0.33653846153846156}	{1: 2, 2: 2, 3: 2, 4: 2, 5: 3, 6: 1, 7: 3, 8: 3, 9: 2, 10: 4, 11: 2, 12: 4, 13: 3, 14: 4, 15: 3, 16: 1, 17: 2, 18: 2, 19: 2, 20: 2, 21: 2, 22: 2, 23: 2, 24: 3, 25: 1, 26: 2}
1_19_27	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	productos	{'PL1': 0.025, 'PL2': 0, 'PL3': 0, 'overall': 0.009615384615384616}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_29	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	valor	{'PL1': 0.075, 'PL2': 0, 'PL3': 0, 'overall': 0.028846153846153848}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_19_30	economics	Las empresas necesitan , además , conectar sus distintas sedes , por lo que suelen requerir servicios personalizados , con proyectos específicos para su conectividad y otros productos de valor añadido .	añadido	{'PL1': 0.35, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.15384615384615385}	{1: 2, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 3, 9: 3, 10: 4, 11: 1, 12: 2, 13: 2, 14: 3, 15: 2, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_20_1	economics	El programa de sinergias y eficiencias contabilizaron en el primer trimestre más de 500 millones sobre el objetivo de 2017 , en el que se prevén 2.100 millones .	programa	{'PL1': 0.1, 'PL2': 0, 'PL3': 0, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 2, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_20_3	economics	El programa de sinergias y eficiencias contabilizaron en el primer trimestre más de 500 millones sobre el objetivo de 2017 , en el que se prevén 2.100 millones .	sinergias	{'PL1': 0.9, 'PL2': 0.59375, 'PL3': 0.75, 'overall': 0.7596153846153846}	{1: 5, 2: 4, 3: 4, 4: 3, 5: 4, 6: 5, 7: 3, 8: 5, 9: 5, 10: 4, 11: 5, 12: 5, 13: 5, 14: 5, 15: 4, 16: 2, 17: 4, 18: 5, 19: 3, 20: 5, 21: 3, 22: 4, 23: 3, 24: 5, 25: 2, 26: 3}
1_20_5	economics	El programa de sinergias y eficiencias contabilizaron en el primer trimestre más de 500 millones sobre el objetivo de 2017 , en el que se prevén 2.100 millones .	eficiencias	{'PL1': 0.625, 'PL2': 0.4375, 'PL3': 0.5, 'overall': 0.5288461538461539}	{1: 3, 2: 4, 3: 2, 4: 2, 5: 3, 6: 5, 7: 3, 8: 5, 9: 1, 10: 3, 11: 4, 12: 4, 13: 3, 14: 2, 15: 5, 16: 1, 17: 4, 18: 4, 19: 3, 20: 5, 21: 3, 22: 3, 23: 3, 24: 2, 25: 1, 26: 3}
1_20_6	economics	El programa de sinergias y eficiencias contabilizaron en el primer trimestre más de 500 millones sobre el objetivo de 2017 , en el que se prevén 2.100 millones .	contabilizaron	{'PL1': 0.7, 'PL2': 0.59375, 'PL3': 0.6875, 'overall': 0.6634615384615384}	{1: 4, 2: 2, 3: 3, 4: 5, 5: 4, 6: 5, 7: 4, 8: 5, 9: 3, 10: 4, 11: 3, 12: 5, 13: 1, 14: 4, 15: 4, 16: 2, 17: 5, 18: 4, 19: 3, 20: 4, 21: 3, 22: 4, 23: 2, 24: 4, 25: 3, 26: 5}
